instrument	category	source	collection	bright	odd	slope	flat	h1	crest	zcr
OP1 DrWave08 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/TE OP-1/OP1 DrWave08.vitaltable	Kimura Taro (CC0)	2.010	0.874	-2.705	0.008	0.791	2.900	0.001
OP1 Voltage01 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/TE OP-1/OP1 Voltage01.vitaltable	Kimura Taro (CC0)	1.037	0.990	-3.036	0.005	0.988	1.623	0.001
OP1 Voltage02 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/TE OP-1/OP1 Voltage02.vitaltable	Kimura Taro (CC0)	1.155	0.977	-2.637	0.007	0.971	1.769	0.002
OP1 Voltage03 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/TE OP-1/OP1 Voltage03.vitaltable	Kimura Taro (CC0)	1.057	0.988	-2.857	0.005	0.984	1.658	0.001
OP1 Voltage04 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/TE OP-1/OP1 Voltage04.vitaltable	Kimura Taro (CC0)	1.110	0.995	-2.559	0.006	0.989	1.699	0.002
Organ 2 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Organ 2.vital	other	4.044	0.875	-2.788	0.000	0.624	1.073	0.001
PD PWM4 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PD PWM/PD PWM4.vitaltable	Kimura Taro (CC0)	1.646	0.801	-3.990	0.005	0.674	1.414	0.003
PD SQ1 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PD Square/PD SQ1.vitaltable	Kimura Taro (CC0)	1.085	1.000	-4.227	0.000	0.960	1.161	0.002
PD SQ2 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PD Square/PD SQ2.vitaltable	Kimura Taro (CC0)	1.658	1.000	-3.203	0.000	0.721	2.012	0.002
PD SQ3 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PD Square/PD SQ3.vitaltable	Kimura Taro (CC0)	7.452	1.000	-2.242	0.000	0.395	1.519	0.004
PD SQ4 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PD Square/PD SQ4.vitaltable	Kimura Taro (CC0)	1.856	1.000	-3.316	0.000	0.899	1.425	0.004
PD SQ6 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PD Square/PD SQ6.vitaltable	Kimura Taro (CC0)	1.275	0.831	-3.989	0.004	0.788	1.332	0.002
PD1 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Phase Distortion/PD1.vitaltable	Kimura Taro (CC0)	1.138	0.918	-6.110	0.001	0.897	1.414	0.002
PD10 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Phase Distortion/PD10.vitaltable	Kimura Taro (CC0)	1.531	1.000	-2.551	0.000	0.967	1.414	0.005
PD101 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PD101.vitaltable	WaveEdit Online (CC0)	1.043	0.971	-4.033	0.037	0.969	1.386	0.022
PD102 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PD102.vitaltable	WaveEdit Online (CC0)	1.640	0.845	-3.967	0.081	0.772	1.397	0.039
PD11 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Phase Distortion/PD11.vitaltable	Kimura Taro (CC0)	2.392	0.870	-4.026	0.006	0.453	1.368	0.004
PD4 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Phase Distortion/PD4.vitaltable	Kimura Taro (CC0)	1.882	0.700	-4.264	0.005	0.538	1.348	0.002
PD8 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Phase Distortion/PD8.vitaltable	Kimura Taro (CC0)	1.275	0.881	-4.245	0.003	0.808	1.430	0.002
PD9 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Phase Distortion/PD9.vitaltable	Kimura Taro (CC0)	2.036	0.828	-4.003	0.005	0.557	1.411	0.004
PHEEOOOOWWW___ WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/PHEEOOOOWWW___.vital	other	3.585	0.905	-2.748	0.000	0.764	1.073	0.001
PMSimple22 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PM[Simple]/PMSimple22.vitaltable	Kimura Taro (CC0)	1.661	0.994	-0.849	0.207	0.987	1.417	0.006
PPG0 4bit WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave[4bit]/PPG0 4bit.vitaltable	Kimura Taro (CC0)	2.990	0.858	-1.903	0.007	0.581	1.996	0.012
PPG0 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave/PPG0.vitaltable	Kimura Taro (CC0)	2.644	0.858	-2.251	0.001	0.580	1.993	0.005
PPG03 4bit WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave[4bit]/PPG03 4bit.vitaltable	Kimura Taro (CC0)	1.398	0.999	-2.156	0.004	0.925	1.257	0.009
PPG03 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave/PPG03.vitaltable	Kimura Taro (CC0)	1.304	0.999	-2.473	0.001	0.926	1.251	0.005
PPG06 4bit WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave[4bit]/PPG06 4bit.vitaltable	Kimura Taro (CC0)	1.568	0.789	-2.358	0.005	0.738	1.731	0.007
PPG06 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave/PPG06.vitaltable	Kimura Taro (CC0)	1.395	0.788	-2.722	0.001	0.738	1.717	0.003
PPG07 4bit WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave[4bit]/PPG07 4bit.vitaltable	Kimura Taro (CC0)	1.691	0.711	-2.499	0.006	0.645	1.829	0.007
PPG07 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave/PPG07.vitaltable	Kimura Taro (CC0)	1.529	0.711	-3.118	0.001	0.645	1.813	0.003
PPG12 4bit WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave[4bit]/PPG12 4bit.vitaltable	Kimura Taro (CC0)	1.465	0.833	-1.718	0.009	0.806	1.715	0.007
PPG12 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave/PPG12.vitaltable	Kimura Taro (CC0)	1.309	0.834	-2.333	0.001	0.805	1.666	0.003
PPG17 4bit WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave[4bit]/PPG17 4bit.vitaltable	Kimura Taro (CC0)	3.350	0.939	-1.511	0.010	0.886	1.721	0.011
PPG17 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave/PPG17.vitaltable	Kimura Taro (CC0)	2.903	0.939	-1.923	0.001	0.886	1.722	0.006
PPG20 4bit WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave[4bit]/PPG20 4bit.vitaltable	Kimura Taro (CC0)	4.212	0.970	-1.858	0.010	0.502	2.124	0.013
PPG20 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave/PPG20.vitaltable	Kimura Taro (CC0)	3.829	0.971	-2.200	0.001	0.503	2.068	0.008
PPG22 4bit WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave[4bit]/PPG22 4bit.vitaltable	Kimura Taro (CC0)	2.181	0.876	-2.071	0.010	0.803	1.684	0.008
PPG23 4bit WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave[4bit]/PPG23 4bit.vitaltable	Kimura Taro (CC0)	1.873	0.877	-2.270	0.001	0.805	1.647	0.004
PPG29 4bit WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave[4bit]/PPG29 4bit.vitaltable	Kimura Taro (CC0)	3.284	0.688	-2.037	0.003	0.585	1.313	0.003
PPG29 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave/PPG29.vitaltable	Kimura Taro (CC0)	3.260	0.688	-2.071	0.000	0.585	1.283	0.005
PPG_WA00 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PPG_WA00.vitaltable	WaveEdit Online (CC0)	2.780	0.815	-2.508	0.061	0.606	1.868	0.020
PPG_WA03 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PPG_WA03.vitaltable	WaveEdit Online (CC0)	1.402	0.999	-2.487	0.091	0.910	1.249	0.013
PPG_WA06 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PPG_WA06.vitaltable	WaveEdit Online (CC0)	1.427	0.795	-2.629	0.089	0.749	1.663	0.014
PPG_WA07 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PPG_WA07.vitaltable	WaveEdit Online (CC0)	1.692	0.754	-2.642	0.057	0.678	1.687	0.013
PPG_WA12 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PPG_WA12.vitaltable	WaveEdit Online (CC0)	1.279	0.821	-2.478	0.063	0.808	1.650	0.014
PPG_WA20 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PPG_WA20.vitaltable	WaveEdit Online (CC0)	4.033	0.853	-2.194	0.110	0.506	1.938	0.033
PPG_WA22 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PPG_WA22.vitaltable	WaveEdit Online (CC0)	2.935	0.766	-2.239	0.111	0.646	1.781	0.019
PPG_WA25 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PPG_WA25.vitaltable	WaveEdit Online (CC0)	1.366	0.903	-2.174	0.044	0.901	1.579	0.013
Pad - Lone Wolf WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Pad - Lone Wolf.vital	other	3.457	0.993	-1.493	0.039	0.662	2.290	0.004
Pad Growdot WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/VitalPresets/Presets/Pad Growdot.vital	user/Discord presets (third-party)	6.136	0.963	-1.463	0.122	0.840	2.099	0.036
Pad Hi Minor 2 Carmacky WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/VitalPresets/Presets/Pad Hi Minor 2 Carmacky.vital	user/Discord presets (third-party)	4.044	0.874	-2.788	0.000	0.709	1.073	0.001
Pad Slime WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/VitalPresets/Presets/Pad Slime.vital	user/Discord presets (third-party)	4.044	0.875	-2.788	0.000	0.709	1.073	0.001
Padsture 2 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Padsture 2.vital	other	1.037	1.000	-3.281	0.000	0.986	1.731	0.002
Phase10 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Phase/Phase10.vitaltable	Kimura Taro (CC0)	21.887	1.000	-1.941	0.001	0.671	1.985	0.034
Phase5 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Phase/Phase5.vitaltable	Kimura Taro (CC0)	1.077	0.947	-4.368	0.002	0.937	1.720	0.001
Phase6 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Phase/Phase6.vitaltable	Kimura Taro (CC0)	1.051	1.000	-3.565	0.001	0.978	1.414	0.002
Pink Sky City Horns WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/VitalBank/Presets/Pink Sky City Horns.vital	other	1.021	0.999	-3.968	0.002	0.991	1.331	0.001
Playable Whitenoise Bass 2 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/VitalPresets/Presets/Playable Whitenoise Bass 2.vital	user/Discord presets (third-party)	5.280	0.963	-1.523	0.109	0.742	2.077	0.023
Pluck - Virtual Pizzicato WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Pluck - Virtual Pizzicato.vital	other	1.052	0.976	-5.062	0.016	0.974	1.552	0.000
Plucky Lead WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Plucky Lead.vital	other	3.257	0.794	-2.071	0.041	0.591	2.259	0.002
Poetry 1-8th WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Poetry 1-8th.vital	other	1.411	0.998	-3.880	0.007	0.943	1.631	0.004
Pop Kick WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Pop Kick.vital	other	1.364	1.000	-5.049	0.000	0.818	1.343	0.003
Pretty Xylo Keys WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Pretty Xylo Keys.vital	other	1.009	1.000	-4.305	0.007	0.996	1.512	0.002
RESO_SQU WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/RESO_SQU.vitaltable	WaveEdit Online (CC0)	16.451	0.998	-2.044	0.126	0.711	1.559	0.209
RMFM05 Denoise WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/RMFM/RMFM05 Denoise.vitaltable	Kimura Taro (CC0)	6.820	0.720	-2.456	0.004	0.690	2.078	0.012
RMFM06 Icarus Bell WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/RMFM/RMFM06 Icarus Bell.vitaltable	Kimura Taro (CC0)	1.985	0.824	-3.852	0.003	0.718	2.114	0.004
RMFM06 Icarus Bell2 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/RMFM/RMFM06 Icarus Bell2.vitaltable	Kimura Taro (CC0)	3.091	0.888	-4.170	0.002	0.484	2.329	0.005
Raindrop Arp WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Raindrop Arp.vital	other	3.277	0.848	-2.652	0.000	0.848	1.839	0.007
Random Spectrum3 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Random Spectrum/Random Spectrum3.vitaltable	Kimura Taro (CC0)	2.160	0.800	-2.800	0.040	0.689	1.963	0.005
Random Spectrum4 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Random Spectrum/Random Spectrum4.vitaltable	Kimura Taro (CC0)	3.033	1.000	-2.029	0.012	0.798	1.421	0.008
Ratata WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Ratata.vital	other	4.044	0.875	-2.748	0.000	0.709	1.103	0.001
Redwood WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Redwood.vital	other	1.037	1.000	-3.297	0.003	0.986	1.286	0.001
Reese Terrorist WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/VitalPresets/Presets/Reese Terrorist.vital	user/Discord presets (third-party)	1.000	1.000	-3.321	0.000	1.000	1.414	0.002
Resonance Distortion Lead Alt 2 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/VitalPresets/Presets/Resonance Distortion Lead Alt 2.vital	user/Discord presets (third-party)	4.044	0.875	-2.748	0.000	0.709	1.073	0.001
Ring My Bell WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Ring My Bell.vital	other	1.021	1.000	-3.635	0.001	0.991	1.378	0.002
Running Late WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/VitalBank/Presets/Running Late.vital	other	2.560	0.993	-1.447	0.051	0.814	1.281	0.002
SAW_BEND WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SAW_BEND.vitaltable	WaveEdit Online (CC0)	1.311	0.819	-3.688	0.063	0.802	1.834	0.016
SFX SubSine Downer _PitchWheel_ WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/SFX SubSine Downer _PitchWheel_.vital	other	2.975	0.803	-2.156	0.015	0.668	2.265	0.002
SINE_MUT WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SINE_MUT.vitaltable	WaveEdit Online (CC0)	1.103	0.978	-2.348	0.115	0.966	1.369	0.016
SOHLER00 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER00.vitaltable	WaveEdit Online (CC0)	2.421	0.806	-4.891	0.027	0.555	1.857	0.036
SOHLER01 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER01.vitaltable	WaveEdit Online (CC0)	1.902	0.847	-4.724	0.034	0.636	1.779	0.028
SOHLER17 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER17.vitaltable	WaveEdit Online (CC0)	2.046	0.738	-4.674	0.051	0.629	1.848	0.022
SOHLER22 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER22.vitaltable	WaveEdit Online (CC0)	2.705	0.766	-3.548	0.108	0.590	1.856	0.056
SOHLER41 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER41.vitaltable	WaveEdit Online (CC0)	2.224	0.811	-3.014	0.101	0.669	1.448	0.027
SOHLER53 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER53.vitaltable	WaveEdit Online (CC0)	2.275	0.838	-3.718	0.055	0.660	1.347	0.022
SOHLER68 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER68.vitaltable	WaveEdit Online (CC0)	3.095	0.765	-4.068	0.081	0.578	1.775	0.049
SOHLER69 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER69.vitaltable	WaveEdit Online (CC0)	2.418	0.894	-3.022	0.090	0.799	1.986	0.042
SOHLER73 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER73.vitaltable	WaveEdit Online (CC0)	1.772	0.856	-4.098	0.059	0.799	1.689	0.036
SOHLER86 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER86.vitaltable	WaveEdit Online (CC0)	2.848	0.739	-2.509	0.149	0.670	1.722	0.042
SOHLER87 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER87.vitaltable	WaveEdit Online (CC0)	1.814	0.884	-3.386	0.106	0.745	1.814	0.030
SOHLER93 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER93.vitaltable	WaveEdit Online (CC0)	3.050	0.835	-2.367	0.146	0.637	2.050	0.031
SQ - Retro Funk WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/SQ - Retro Funk.vital	other	2.764	0.891	-2.061	0.042	0.777	1.559	0.002
SQFM10_FB WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/FM/SQFM10+FB.vitaltable	Kimura Taro (CC0)	13.988	1.000	-0.985	0.002	0.515	1.231	0.032
SQFMM_FB WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/FM/SQFMM+FB.vitaltable	Kimura Taro (CC0)	5.230	0.999	-2.938	0.002	0.322	1.237	0.009
SQFMS WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/FM/SQFMS.vitaltable	Kimura Taro (CC0)	2.028	1.000	-5.439	0.001	0.773	1.286	0.004
SQFM_FB WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/FM/SQFM+FB.vitaltable	Kimura Taro (CC0)	2.448	1.000	-5.167	0.002	0.670	1.233	0.005
SR265 - Sliding guitar WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/SR265 - Sliding guitar.vital	other	1.293	0.878	-4.435	0.004	0.840	1.832	0.001
SR410 - High piano WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/SR410 - High piano.vital	other	12.599	0.846	-1.794	0.039	0.492	2.970	0.022
SR862 - Plucky Guitar WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/SR862 - Plucky Guitar.vital	other	1.149	0.980	-3.737	0.024	0.919	1.366	0.001
SYNLP113 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SYNLP113.vitaltable	WaveEdit Online (CC0)	1.457	0.669	-3.317	0.024	0.614	1.386	0.032
SYNLP114 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SYNLP114.vitaltable	WaveEdit Online (CC0)	1.415	1.000	-3.574	0.033	0.835	1.220	0.023
SYNLP118 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SYNLP118.vitaltable	WaveEdit Online (CC0)	2.202	0.785	-4.087	0.029	0.705	1.404	0.020
SYNLP139 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SYNLP139.vitaltable	WaveEdit Online (CC0)	2.344	0.860	-2.742	0.153	0.735	1.383	0.033
SYNLP146 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SYNLP146.vitaltable	WaveEdit Online (CC0)	1.156	0.861	-3.770	0.020	0.859	1.391	0.031
SYNLP153 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SYNLP153.vitaltable	WaveEdit Online (CC0)	1.363	0.982	-2.862	0.118	0.966	1.459	0.007
SYNLP163 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SYNLP163.vitaltable	WaveEdit Online (CC0)	1.082	0.980	-3.149	0.017	0.980	1.414	0.016
SYNLP171 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SYNLP171.vitaltable	WaveEdit Online (CC0)	1.574	1.000	-4.380	0.054	0.841	1.145	0.038
SYNLP173 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SYNLP173.vitaltable	WaveEdit Online (CC0)	1.458	0.909	-5.141	0.011	0.861	1.340	0.014
SYNLP178 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SYNLP178.vitaltable	WaveEdit Online (CC0)	1.160	0.993	-2.009	0.099	0.987	1.433	0.022
SYNLP179 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SYNLP179.vitaltable	WaveEdit Online (CC0)	3.079	0.753	-1.460	0.102	0.646	1.400	0.022
SYNLP181 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SYNLP181.vitaltable	WaveEdit Online (CC0)	1.257	0.997	-2.551	0.053	0.976	1.415	0.052
